Cell_Identity(CI),Downlink_Traffic,LAC,Duration,RAT,Uplink_Traffic,Latency,Throughput,Offloading_Decision
14582,758,43013,0,1,759,0,1099823,Mobile Device
14582,423,43013,0,1,641,0,1099823,Mobile Device
14582,1667,43013,0,1,961,5.242282,501.3083997,Edge Cloud
14582,2947,43013,0,1,1102,5.233353,773.69136,Edge Cloud
14582,423,43013,0,1,903,0,1099823,Mobile Device
14582,586,43013,0,1,902,0,1099823,Mobile Device
14582,23053,43013,0,1,2568,5.40281,4742.161949,Edge Cloud
1741,534,43010,3,1,246,8.600311,90.69439466,Edge Cloud
14582,1843,43013,0,1,1102,5.251503,560.7918343,Edge Cloud
46971,7224,43017,5,1,7964,5,3037.6,Mobile Device
14582,423,43013,0,1,961,0,1099823,Mobile Device
14582,842,43013,0,1,1289,0,1099823,Mobile Device
50771,654,43046,0,1,876,0,1099823,Mobile Device
50771,654,43046,0,1,866,0,1099823,Mobile Device
50771,654,43046,0,1,872,0,1099823,Mobile Device
14582,3297,43013,2,1,1008,7.255116,593.3743857,Edge Cloud
14582,423,43013,0,1,961,0,1099823,Mobile Device
14582,4981,43013,2,1,1144,7.074103,865.8341559,Edge Cloud
14582,11507,43013,0,1,2257,5.35401,2570.783394,Edge Cloud
14582,1034,43013,0,1,989,5.2573,384.7982805,Edge Cloud
14582,8068,43013,0,1,1816,5.370097,1840.562657,Edge Cloud
14582,365,43013,0,1,59,5.002984,84.74942155,Edge Cloud
14582,423,43013,0,1,1235,0,1099823,Mobile Device
11861,0,43015,0,1,52,0,1099823,Mobile Device
14582,8441,43013,2,1,2544,7.228992,1519.57562,Edge Cloud
14582,11325,43013,2,1,2545,7.228941,1918.676608,Edge Cloud
14582,10339,43013,2,1,2464,7.249111,1766.147601,Edge Cloud
14582,27466,43013,2,1,3787,7.189961,4346.755149,Edge Cloud
123,0,43041,0,1,40,0,1099823,Mobile Device
123,0,43041,0,1,486,0,1099823,Mobile Device
50771,68,43046,0,1,120,0,1099823,Mobile Device
50771,0,43046,0,1,60,0,1099823,Mobile Device
11861,0,43015,0,1,40,0,1099823,Mobile Device
123,5369,43041,246,1,5983,246,46.14634146,Mobile Device
50771,42,43046,0,1,82,0,1099823,Mobile Device
50771,63,43046,0,1,115,0,1099823,Mobile Device
1741,7733,43010,20,1,2219,25.992235,382.8835804,Edge Cloud
11861,18136,43015,165,1,2941,170.728195,123.4535397,Edge Cloud
14582,826,43013,0,1,986,0,1099823,Mobile Device
14582,2582,43013,0,1,900,5.224042,666.5336917,Edge Cloud
14582,2480,43013,0,1,901,5.274029,641.065872,Edge Cloud
45441,126,43017,0,1,226,0,1099823,Mobile Device
33163,2984,5194,5,2,4187,5,1434.2,Mobile Device
33163,0,5194,0,2,52,0,1099823,Mobile Device
45382,64,43022,2,1,348,2,206,Mobile Device
50771,0,43046,18,1,232,18,12.88888889,Mobile Device
14582,12131,43013,0,1,2017,5.352508,2643.246867,Edge Cloud
50771,0,43046,0,1,60,0,1099823,Mobile Device
14582,11507,43013,0,1,2017,5.348055,2528.769805,Edge Cloud
11861,848,43015,2,1,388,7.813546,158.1868207,Edge Cloud
11861,0,43015,0,1,40,0,1099823,Mobile Device
14582,483,43013,0,1,1221,0,1099823,Mobile Device
14582,11507,43013,0,1,1817,5.294217,2516.708325,Edge Cloud
46971,558756,43017,2004,1,133908,2009.693534,344.661506,Edge Cloud
123,0,43041,0,1,52,0,1099823,Mobile Device
123,0,43041,0,1,52,0,1099823,Mobile Device
123,304,43041,1,1,262,6.843891,82.70149247,Edge Cloud
45382,285,43022,0,1,71,5.003247,71.15379273,Edge Cloud
14582,650,43013,0,1,986,0,1099823,Mobile Device
45382,60,43022,1,1,104,1,164,Mobile Device
11861,231,43015,0,1,151,28.89958,13.21818518,Edge Cloud
11861,19792,43015,2,1,2845,7.329403,3088.518942,Edge Cloud
11861,19937,43015,2,1,2846,7.326234,3109.78328,Edge Cloud
11861,19975,43015,2,1,2851,7.334206,3112.266004,Edge Cloud
11861,10782535,43015,115,1,720408,69.401079,165745.8813,Edge Cloud
14582,199,43013,0,1,60,5.003148,51.76740724,Edge Cloud
11861,71831,43015,6,1,5472,40.449049,1911.120333,Edge Cloud
14582,505,43013,2,1,805,2,655,Mobile Device
11861,52,43015,0,1,104,0,1099823,Mobile Device
11861,0,43015,0,1,40,0,1099823,Mobile Device
12973,0,43061,0,1,125,0,1099823,Mobile Device
50771,654,43046,1,1,866,1,1520,Mobile Device
50771,654,43046,1,1,876,1,1530,Mobile Device
50771,654,43046,0,1,872,0,1099823,Mobile Device
14582,1563,43013,0,1,1102,5.24012,508.5761395,Edge Cloud
11861,469,43015,0,1,855,0,1099823,Mobile Device
14582,1563,43013,0,1,1102,5.222978,510.2453045,Edge Cloud
11861,3774,43015,6,1,5054,6,1471.333333,Mobile Device
14582,483,43013,0,1,1220,0,1099823,Mobile Device
14582,7239,43013,5,1,2464,10.251146,946.5283199,Edge Cloud
10592,2037,43041,7,1,2326,7,623.2857143,Mobile Device
14582,1563,43013,0,1,1102,5.222915,510.2514592,Edge Cloud
12821,0,43049,20,1,260,20,13,Mobile Device
11861,19789,43015,2,1,2851,7.281076,3109.430529,Edge Cloud
14582,1731,43013,0,1,993,5.228162,521.0244059,Edge Cloud
10261,224,43009,0,1,319,0,1099823,Mobile Device
12973,206,43061,0,1,62,5.002938,53.56852314,Edge Cloud
12973,0,43061,15,1,300,15,20,Mobile Device
11861,19855,43015,2,1,2851,7.295009,3112.538998,Edge Cloud
14582,7347,43013,4,1,2580,9.940123,998.679795,Edge Cloud
10261,2740,43009,2,1,2024,7.240046,658.006869,Edge Cloud
10261,1436,43009,0,1,996,5.250023,463.2360658,Edge Cloud
14582,6412,43013,0,1,1482,5.290595,1492.081703,Edge Cloud
11861,52,43015,0,1,104,0,1099823,Mobile Device
11861,52,43015,0,1,104,0,1099823,Mobile Device
11861,52,43015,0,1,104,0,1099823,Mobile Device
11861,52,43015,0,1,104,0,1099823,Mobile Device
20671,190,43022,0,1,400,0,1099823,Mobile Device
14582,1370,43013,0,1,979,5.234454,448.7574062,Edge Cloud
10261,6652,43009,7,1,5484,12.500427,970.8468359,Edge Cloud
11861,989534,43015,5,1,72519,10.452394,101608.5884,Edge Cloud
22201,126,43018,0,1,226,0,1099823,Mobile Device
22201,1179,43018,0,1,1144,5.303067,438.0483973,Edge Cloud
11861,469,43015,0,1,1335,0,1099823,Mobile Device
10261,1562,43009,0,1,1228,5.84021,477.7225476,Edge Cloud
22201,312,43018,1,1,665,1,977,Mobile Device
10261,543,43009,7,1,934,7,211,Mobile Device
22201,336,43018,0,1,120,21.00158,21.7126521,Edge Cloud
10261,269,43009,0,1,671,0,1099823,Mobile Device
10261,724,43009,0,1,1720,0,1099823,Mobile Device
11861,0,43015,0,1,40,0,1099823,Mobile Device
14582,19790,43013,0,1,2506,5.67582,3928.242968,Edge Cloud
10261,20629,43009,6,1,5898,8.620061,3077.356413,Edge Cloud
11861,104568,43015,2,1,9429,7.220012,15789.03193,Edge Cloud
14582,25385,43013,96,1,5612,101.853019,304.3306944,Edge Cloud
14582,7776,43013,5,1,3533,10.244203,1103.941419,Edge Cloud
12821,114,43049,0,1,64,5.00262,35.58135537,Edge Cloud
12821,0,43049,6,1,240,6,40,Mobile Device
11861,20092,43015,2,1,2851,7.229043,3173.725761,Edge Cloud
12973,0,43061,0,1,120,0,1099823,Mobile Device
12973,0,43061,0,1,60,0,1099823,Mobile Device
22201,10780,43018,3,1,1882,8.346104,1517.115052,Edge Cloud
12821,112,43049,0,1,60,5.323065,32.3122111,Edge Cloud
50771,0,43046,0,1,40,0,1099823,Mobile Device
12821,0,43049,0,1,52,0,1099823,Mobile Device
12821,0,43049,7,1,240,7,34.28571429,Mobile Device
50771,113,43046,0,1,63,5.002604,35.18167738,Edge Cloud
11861,573,43015,5,1,1550,5,424.6,Mobile Device
11861,2640,43015,2,1,1602,7.306103,580.6104841,Edge Cloud
11861,0,43015,0,1,40,0,1099823,Mobile Device
11861,60,43015,0,1,104,0,1099823,Mobile Device
20301,124,43061,31,1,1477,31,51.64516129,Mobile Device
11861,695,43015,2,1,1184,2,939.5,Mobile Device
46971,178,43017,0,1,226,0,1099823,Mobile Device
123,0,43041,0,1,52,0,1099823,Mobile Device
123,0,43041,0,1,52,0,1099823,Mobile Device
123,78,43041,0,1,62,5.003318,27.98143152,Edge Cloud
11861,15953,43015,4,1,2506,9.420162,1959.520441,Edge Cloud
11861,1578753,43015,23,1,101958,27.178848,61838.93445,Edge Cloud
11861,1859,43015,0,1,1302,5.288207,597.7451337,Edge Cloud
33163,68,5194,0,2,120,0,1099823,Mobile Device
1741,912,43010,19,1,424,24.802,53.86662366,Edge Cloud
33163,0,5194,0,2,52,0,1099823,Mobile Device
11453,1400,43041,14,1,335,19.451774,89.19494952,Edge Cloud
11861,0,43015,0,1,48,0,1099823,Mobile Device
11861,0,43015,0,1,52,0,1099823,Mobile Device
11453,895,43041,0,1,458,5.14245,263.1041624,Edge Cloud
11861,10489,43015,6,1,6827,17.096392,1012.845283,Edge Cloud
11861,1399,43015,2,1,1972,2,1685.5,Mobile Device
11861,2340,43015,2,1,1924,14.845273,287.229477,Edge Cloud
11561,234,43016,0,1,186,5.398402,77.80080105,Edge Cloud
11561,0,43016,0,1,60,0,1099823,Mobile Device
11561,0,43016,0,1,60,0,1099823,Mobile Device
11561,0,43016,0,1,60,0,1099823,Mobile Device
11861,4183,43015,0,1,1059,5.470002,958.3177483,Edge Cloud
11861,896,43015,74,1,1895,74,37.71621622,Mobile Device
1741,104,43010,0,1,105,0,1099823,Mobile Device
11861,164,43015,74,1,220,74,5.189189189,Mobile Device
11861,4940,43015,77,1,3096,82.151116,97.81973017,Edge Cloud
11453,994,43041,4,1,713,9.019246,189.2619405,Edge Cloud
11861,7366,43015,77,1,5018,82.603159,149.9216271,Edge Cloud
11861,3468,43015,78,1,1770,83.395852,62.80887927,Edge Cloud
14582,2052,43013,0,1,691,22.535883,121.7169968,Edge Cloud
11861,3826,43015,4,1,1712,9.497987,583.0709181,Edge Cloud
14582,1119,43013,1,1,1108,6.947183,320.5615859,Edge Cloud
14582,597,43013,0,1,1596,0,1099823,Mobile Device
14582,751,43013,1,1,1238,1,1989,Mobile Device
14582,554,43013,2,1,891,2,722.5,Mobile Device
14582,436,43013,2,1,835,2,635.5,Mobile Device
14582,554,43013,2,1,891,2,722.5,Mobile Device
1741,0,43010,0,1,52,0,1099823,Mobile Device
14582,3624,43013,3,1,1669,8.333042,635.182206,Edge Cloud
14582,1040,43013,2,1,5239,2,3139.5,Mobile Device
11861,0,43015,0,1,40,0,1099823,Mobile Device
11861,1859,43015,0,1,1102,5.316604,556.9344642,Edge Cloud
11861,466,43015,0,1,194,5.629599,117.23748,Edge Cloud
14582,596,43013,0,1,1595,0,1099823,Mobile Device
14582,1279,43013,3,1,2661,3,1313.333333,Mobile Device
14582,23942,43013,6,1,6535,11.053011,2757.348201,Edge Cloud
14582,15481,43013,3,1,3514,13.527261,1404.201486,Edge Cloud
11861,407,43015,2,1,1002,2,704.5,Mobile Device
14582,21393,43013,2,1,2920,7.411039,3280.646614,Edge Cloud
50771,56,43046,0,1,144,0,1099823,Mobile Device
1741,0,43010,0,1,52,0,1099823,Mobile Device
14582,53467,43013,2,1,5142,7.255034,8078.390811,Edge Cloud
14582,2564,43013,2,1,811,7.275185,463.9057289,Edge Cloud
46971,76,43017,0,1,76,0,1099823,Mobile Device
46971,76,43017,0,1,76,0,1099823,Mobile Device
46971,76,43017,0,1,76,0,1099823,Mobile Device
14582,4083,43013,2,1,914,7.280047,686.3966675,Edge Cloud
20301,1064,43061,12,1,40,17.71332,62.32597842,Edge Cloud
20301,285,43061,0,1,71,5.002519,71.1641475,Edge Cloud
50771,327,43046,1,1,433,1,760,Mobile Device
50771,327,43046,1,1,438,1,765,Mobile Device
14582,61615,43013,21,1,29730,26.899602,3395.775149,Edge Cloud
14582,92,43013,0,1,184,0,1099823,Mobile Device
50771,327,43046,1,1,436,1,763,Mobile Device
20301,60,43061,0,1,104,0,1099823,Mobile Device
50771,0,43046,10,1,180,10,18,Mobile Device
50981,126,43022,0,1,226,0,1099823,Mobile Device
47334,0,43054,0,1,128,0,1099823,Mobile Device
24321,0,3287,0,2,992,0,1099823,Mobile Device
24321,3056,3287,0,2,2112,6.152765,839.9475683,Edge Cloud
22032,0,43052,0,1,168,0,1099823,Mobile Device
47334,0,43054,0,1,64,0,1099823,Mobile Device
60476,0,4189,4,2,384,4,96,Mobile Device
46472,1064,43022,18,1,281,23.971714,56.10779438,Edge Cloud
24321,0,3287,13,2,740,13,56.92307692,Mobile Device
24321,64,3287,1,2,160,1,224,Mobile Device
24321,830,3287,161,2,2520,161,20.80745342,Mobile Device
45771,0,43041,0,1,48,0,1099823,Mobile Device
11643,270,43011,0,1,142,5.004715,82.32237001,Edge Cloud
11272,0,43010,0,1,1099,0,1099823,Mobile Device
11272,11334,43010,29,1,2366,34.962777,391.8453045,Edge Cloud
45771,0,43041,0,1,40,0,1099823,Mobile Device
11461,0,43017,0,1,1099,0,1099823,Mobile Device
11461,285,43017,0,1,71,5.00273,71.16114601,Edge Cloud
60476,0,4189,3,2,320,3,106.6666667,Mobile Device
60476,60,4189,33,2,1147,33,36.57575758,Mobile Device
10251,4365,43041,9,1,2258,14.749422,449.0345452,Edge Cloud
60476,0,4189,3,2,256,3,85.33333333,Mobile Device
48522,261,43041,240,1,368,240,2.620833333,Mobile Device
60476,0,4189,1,2,192,1,192,Mobile Device
60476,0,4189,1,2,128,1,128,Mobile Device
45771,0,43041,0,1,64,0,1099823,Mobile Device
10801,0,43010,0,1,241,0,1099823,Mobile Device
11643,439,43011,3,1,1366,3,601.6666667,Mobile Device
22032,0,43052,0,1,185,0,1099823,Mobile Device
60476,0,4189,0,2,40,0,1099823,Mobile Device
11643,0,43011,0,1,60,0,1099823,Mobile Device
11643,2824,43011,6,1,1205,11.389704,353.7405362,Edge Cloud
10251,1651,43041,1,1,798,6.064593,403.8193495,Edge Cloud
45771,592,43041,2,1,842,2,717,Mobile Device
60476,248,4189,62,2,456,62,11.35483871,Mobile Device
60476,232,4189,64,2,400,64,9.875,Mobile Device
60476,292,4189,62,2,516,62,13.03225806,Mobile Device
25673,0,43046,10,1,208,10,20.8,Mobile Device
22032,2485,43052,0,1,993,16.57399,209.8468745,Edge Cloud
60476,0,4189,0,2,40,0,1099823,Mobile Device
10251,1651,43041,0,1,798,5.212642,469.8193354,Edge Cloud
22032,0,43052,1,1,128,1,128,Mobile Device
22032,0,43052,1,1,128,1,128,Mobile Device
22032,0,43052,1,1,128,1,128,Mobile Device
10251,1651,43041,0,1,798,5.282607,463.5968566,Edge Cloud
22032,0,43052,1,1,128,1,128,Mobile Device
22032,0,43052,0,1,64,0,1099823,Mobile Device
22032,0,43052,0,1,64,0,1099823,Mobile Device
11643,0,43011,0,1,126,0,1099823,Mobile Device
22032,3870,43052,40,1,3338,45.472558,158.513185,Edge Cloud
22032,60,43052,1,1,168,1,228,Mobile Device
28872,549,43011,0,1,1505,0,1099823,Mobile Device
45771,0,43041,0,1,48,0,1099823,Mobile Device
45771,52,43041,16,1,862,16,57.125,Mobile Device
11643,0,43011,0,1,40,0,1099823,Mobile Device
22032,15344,43052,2,1,3990,7.72993,2501.186945,Edge Cloud
45771,5982,43041,32,1,1603,37.581839,201.8262065,Edge Cloud
10801,0,43010,0,1,241,0,1099823,Mobile Device
13211,810,43013,65,1,8062,65,136.4923077,Mobile Device
51433,0,43021,0,1,80,0,1099823,Mobile Device
45771,598,43041,2,1,904,2,751,Mobile Device
50071,2077,43011,0,1,745,7.019471,402.024597,Edge Cloud
23733,1387,43050,2,1,929,7.549877,306.7599644,Edge Cloud
23733,436,43050,79,1,1345,79,22.5443038,Mobile Device
45771,52,43041,3,1,734,3,262,Mobile Device
11643,0,43011,0,1,40,0,1099823,Mobile Device
50071,60,43011,0,1,104,0,1099823,Mobile Device
50071,120,43011,0,1,208,0,1099823,Mobile Device
50071,60,43011,0,1,104,0,1099823,Mobile Device
60476,0,4189,0,2,40,0,1099823,Mobile Device
23733,288,43050,2,1,396,2,342,Mobile Device
52002,50501,43051,125,1,2005,130.767942,401.5204277,Edge Cloud
50071,0,43011,1,1,128,1,128,Mobile Device
50071,0,43011,0,1,64,0,1099823,Mobile Device
21813,3349,43017,246,1,2438,251.540759,23.00621189,Edge Cloud
60476,8289,4189,5,2,507,10.919853,805.5053488,Edge Cloud
48901,0,43011,0,1,40,0,1099823,Mobile Device
27022,100,43061,29,1,714,29,28.06896552,Mobile Device
22032,388,43052,2,1,901,2,644.5,Mobile Device
50071,0,43011,0,1,64,0,1099823,Mobile Device
28872,0,43011,15,1,300,15,20,Mobile Device
11643,2840,43011,6,1,1233,11.032845,369.170418,Edge Cloud
48522,248,43041,0,1,296,0,1099823,Mobile Device
24321,680,3287,4,2,515,9.46315,126.2793045,Edge Cloud
50071,1523,43011,0,1,884,5.264676,457.1981258,Edge Cloud
10801,3297,43010,42,1,1373,47.890643,97.51382958,Edge Cloud
22032,7262,43052,6,1,5426,11.700159,1084.429707,Edge Cloud
27022,0,43061,0,1,40,0,1099823,Mobile Device
21362,0,43019,0,1,241,0,1099823,Mobile Device
27022,75,43061,0,1,59,5.002709,26.78548762,Edge Cloud
28872,0,43011,0,1,60,0,1099823,Mobile Device
21362,0,43019,0,1,40,0,1099823,Mobile Device
28872,0,43011,0,1,60,0,1099823,Mobile Device
48522,150,43041,0,1,154,0,1099823,Mobile Device
12542,129441,43010,8,1,6678,23.734822,5734.991398,Edge Cloud
25845,0,43010,4,1,160,4,40,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,13,1,360,13,27.69230769,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,300,0,1099823,Mobile Device
10201,0,43027,0,1,300,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,2,1,300,2,150,Mobile Device
10201,0,43027,2,1,300,2,150,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,7,1,300,7,42.85714286,Mobile Device
10201,0,43027,7,1,300,7,42.85714286,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,4,1,240,4,60,Mobile Device
10201,0,43027,4,1,240,4,60,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,5,1,240,5,48,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
50071,0,43011,0,1,241,0,1099823,Mobile Device
50071,0,43011,0,1,241,0,1099823,Mobile Device
50071,0,43011,0,1,246,0,1099823,Mobile Device
50071,0,43011,0,1,241,0,1099823,Mobile Device
26361,0,43063,69,1,926,69,13.42028986,Mobile Device
50891,0,43023,6,1,120,6,20,Mobile Device
12682,0,43012,0,1,249,0,1099823,Mobile Device
48823,14497,43061,247,1,6526,252.560147,83.23957778,Edge Cloud
51433,0,43021,0,1,80,0,1099823,Mobile Device
10201,0,43027,9,1,240,9,26.66666667,Mobile Device
10201,0,43027,9,1,240,9,26.66666667,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
48823,30453,43061,3,1,4973,8.388399,4223.213512,Edge Cloud
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
11122,4866,43055,1,1,804,6.790281,835.0169897,Edge Cloud
45291,0,43054,15,1,300,15,20,Mobile Device
10201,0,43027,3,1,180,3,60,Mobile Device
50891,0,43023,14,1,300,14,21.42857143,Mobile Device
52002,92,43051,30,1,140,30,7.733333333,Mobile Device
12542,28970,43010,10,1,4360,23.110618,1442.194233,Edge Cloud
12542,120322,43010,10,1,6823,23.118842,5499.626668,Edge Cloud
12542,97119,43010,16,1,7431,23.120709,4521.920154,Edge Cloud
21551,60,43014,29,1,1132,29,41.10344828,Mobile Device
10201,0,43027,5,1,180,5,36,Mobile Device
10201,0,43027,5,1,180,5,36,Mobile Device
10201,0,43027,5,1,180,5,36,Mobile Device
10201,0,43027,5,1,180,5,36,Mobile Device
50071,285,43011,0,1,71,5.007211,71.09746324,Edge Cloud
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
11841,370,43049,93,1,623,93,10.67741935,Mobile Device
52002,5723,43051,33,1,3910,38.901329,247.6265014,Edge Cloud
50071,0,43011,5,1,384,5,76.8,Mobile Device
50891,0,43023,7,1,240,7,34.28571429,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
50311,14352,43010,77,1,2799,82.412241,208.1122876,Edge Cloud
12682,0,43012,0,1,52,0,1099823,Mobile Device
21551,0,43014,0,1,241,0,1099823,Mobile Device
50071,0,43011,3,1,256,3,85.33333333,Mobile Device
50891,0,43023,6,1,120,6,20,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
52002,108,43051,25,1,84,30.093635,6.380086686,Edge Cloud
50071,0,43011,1,1,192,1,192,Mobile Device
52002,60,43051,0,1,100,0,1099823,Mobile Device
52002,60,43051,0,1,100,0,1099823,Mobile Device
10502,0,43016,7,1,448,7,64,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
48823,3630,43061,39,1,4026,39,196.3076923,Mobile Device
10201,0,43027,0,1,60,0,1099823,Mobile Device
50071,0,43011,0,1,128,0,1099823,Mobile Device
12542,0,43010,0,1,223,0,1099823,Mobile Device
50071,0,43011,0,1,64,0,1099823,Mobile Device
10502,0,43016,5,1,384,5,76.8,Mobile Device
10502,5830,43016,47,1,13126,47,403.3191489,Mobile Device
48901,60,43011,21,1,260,21,15.23809524,Mobile Device
10502,0,43016,5,1,320,5,64,Mobile Device
50071,0,43011,0,1,40,0,1099823,Mobile Device
